Timestamp,TotalAmount,TotalInputs,TotalOutputs,Inputs,Outputs,Suspicius
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711808878,0.08520881,1,2,"{""bc1pn879swlu2q4q27778r6xtjnnan0u3xnk93jjt7vmvkmnk3fmzmwqfke88n"": 0.01273571}","{""bc1pszr7qt05dr9amv6mnhjprj8fg3zd4rysle8e84dd0wvqa4gv0e4sjkea4h"": 0.08, ""bc1pn879swlu2q4q27778r6xtjnnan0u3xnk93jjt7vmvkmnk3fmzmwqfke88n"": 0.00520881}",False
1711805294,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805253,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805248,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805253,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805394,2.94e-06,1,1,"{""bc1p4jww7tw9t8l9ezkt9tfh6xtfz066ryu2ecd5m79jsf6tdxs5kdyqd6ztcx"": 1.684e-05}","{""bc1qluggwmv9c6sz9yh848fnt27kqrymk62tdqf9ku"": 2.94e-06}",False
1711805284,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805253,5.46e-06,1,1,"{""bc1p5g06qydwmazpancql9gsz29yyzestudyn7h2h7rjduzer2x82vyswpt34n"": 2.056e-05}","{""bc1prvn6hlevlltu496lg3atyajgm9cgv429cngxfklekdn7n9ltjkjspgnsal"": 5.46e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805279,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805284,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805312,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805274,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805291,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711807384,0.0207773,1,2,"{""bc1ps3kkr2qeff95y5tffa6796pj8f0el6pntrx6mxy36ghnwm4rzeysrgad5z"": 0.0207927}","{""bc1pe6ufjm8wjt5mszq60gyhqjuav8dzwrg6gh7tzmx5fvk8wgf0jrfq9qukpr"": 1.93e-05, ""bc1ps3kkr2qeff95y5tffa6796pj8f0el6pntrx6mxy36ghnwm4rzeysrgad5z"": 0.020758}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805394,5.46e-06,1,1,"{""bc1pkhsu2aqedl9ecs70kdghgummpx5emrj66a9pdsz530w75x275grqphsgyt"": 2.056e-05}","{""bc1pr9rtf9qxzjunk5usarre3h63sys2ul27j8d94awlxkrnvd2zwdqszs7t6k"": 5.46e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805274,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805279,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805284,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805279,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805394,2.94e-06,1,1,"{""bc1p4jww7tw9t8l9ezkt9tfh6xtfz066ryu2ecd5m79jsf6tdxs5kdyqd6ztcx"": 1.684e-05}","{""bc1qluggwmv9c6sz9yh848fnt27kqrymk62tdqf9ku"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805392,2.94e-06,1,1,"{""bc1p4jww7tw9t8l9ezkt9tfh6xtfz066ryu2ecd5m79jsf6tdxs5kdyqd6ztcx"": 1.684e-05}","{""bc1qluggwmv9c6sz9yh848fnt27kqrymk62tdqf9ku"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805291,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805274,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805291,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805287,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805255,5.46e-06,1,1,"{""bc1p5g06qydwmazpancql9gsz29yyzestudyn7h2h7rjduzer2x82vyswpt34n"": 2.056e-05}","{""bc1prvn6hlevlltu496lg3atyajgm9cgv429cngxfklekdn7n9ltjkjspgnsal"": 5.46e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805320,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,3.3e-06,1,1,"{""bc1p8mgq69y6ghcp4dtx9qe2lkkqk3nje4d5ll2ul65f7d9nycduk8xqh35tnr"": 1.84e-05}","{""bc1pqzd26u0p3jw3v6d29s4v6rfnzgk54n3v98p39vveuulkucsqlvcqp0vf2u"": 3.3e-06}",False
1711805291,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805392,2.94e-06,1,1,"{""bc1p4jww7tw9t8l9ezkt9tfh6xtfz066ryu2ecd5m79jsf6tdxs5kdyqd6ztcx"": 1.684e-05}","{""bc1qluggwmv9c6sz9yh848fnt27kqrymk62tdqf9ku"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805274,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805392,2.94e-06,1,1,"{""bc1p4jww7tw9t8l9ezkt9tfh6xtfz066ryu2ecd5m79jsf6tdxs5kdyqd6ztcx"": 1.684e-05}","{""bc1qluggwmv9c6sz9yh848fnt27kqrymk62tdqf9ku"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805279,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711807387,0.013056850000000002,1,2,"{""bc1pu53w50xls3x06sqqtypmxf82kyd4hrjzlyypzcdwgj65lesaahlqcz6q4e"": 0.01307225}","{""bc1qcxlhafplu0zs7dwh8pkg35kj6nx0fpafj6rdlz2ju7dtz70w88ssg4e2sc"": 0.003, ""bc1pu53w50xls3x06sqqtypmxf82kyd4hrjzlyypzcdwgj65lesaahlqcz6q4e"": 0.01005685}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805699,2.17e-05,1,2,"{""bc1pnvmq2zuqdef95emd87u28ehymgp9l3nk7jlwhf6vv8u5wayavljswyu8un"": 4e-05}","{""bc1pyam29ktp66nu5xqsznuyxrf3u48x496u7839d6qt5gys4lge0pjsxgtkxf"": 3.3e-06, ""bc1qe0s35hmdlnwhwkwvkz4jpedgzjr5zff8vtcqql"": 1.84e-05}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805329,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,5.46e-06,1,1,"{""bc1p5g06qydwmazpancql9gsz29yyzestudyn7h2h7rjduzer2x82vyswpt34n"": 2.056e-05}","{""bc1prvn6hlevlltu496lg3atyajgm9cgv429cngxfklekdn7n9ltjkjspgnsal"": 5.46e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805284,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805279,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711807304,0.00295188,1,1,"{""bc1qa3u23mf5gz3l52lp0ytswxtclvuu79d3gkgqx6"": 0.00296288}","{""bc1qa3u23mf5gz3l52lp0ytswxtclvuu79d3gkgqx6"": 0.00295188}",False
1711805270,5.46e-06,1,1,"{""bc1p5g06qydwmazpancql9gsz29yyzestudyn7h2h7rjduzer2x82vyswpt34n"": 2.056e-05}","{""bc1prvn6hlevlltu496lg3atyajgm9cgv429cngxfklekdn7n9ltjkjspgnsal"": 5.46e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805270,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805291,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805327,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805350,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805353,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805350,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
1711805310,2.94e-06,1,1,"{""bc1pgznxy8dtenptxvl65ycpg44tp8rpm6wl09qmgqrcj754aru0y9zs99udvf"": 1.684e-05}","{""bc1qst84euh70042yljqyn2wu5s2p0gga8ntxtr0a6"": 2.94e-06}",False
